game_str,play_id,at_bat,play_per_game,timestamp_start,timestamp_stop,player_position,home_team,away_team,inning,top_bottom_inning,player_id,throw_velocity_mph,euclid_distance_avg
1900_02_TeamKJ_TeamB,80,,80,2656659,2658144,9,TeamB,TeamKJ,2,Bottom,7225,70.45,1.4147383453397366
1900_02_TeamKJ_TeamB,84,,84,2805413,2806634,6,TeamB,TeamKJ,3,Top,2614,31.36,0.13436589979362387
1900_02_TeamKJ_TeamB,88,,88,2900930,2901722,6,TeamB,TeamKJ,3,Top,2614,77.5,0.21361404749034066
1900_02_TeamKJ_TeamB,101,,101,3409308,3410364,6,TeamB,TeamKJ,3,Bottom,6752,64.56,1.0596813346063636
1900_02_TeamKJ_TeamB,117,,117,4020892,4022939,9,TeamB,TeamKJ,3,Bottom,7225,80.01,1.5998083447264215
1900_02_TeamKJ_TeamB,121,,121,4179680,4181660,6,TeamB,TeamKJ,4,Top,2614,83.34,0.9631252060852548
1900_02_TeamKJ_TeamB,138,,138,4779383,4780967,9,TeamB,TeamKJ,4,Top,2061,95.58,1.2815416512117626
1900_02_TeamKJ_TeamB,141,,141,4929886,4930513,3,TeamB,TeamKJ,4,Top,2488,66.88,0.01654423070630857
1900_02_TeamKJ_TeamB,143,,143,5009263,5009957,6,TeamB,TeamKJ,4,Bottom,6752,41.07,0.08808385325590119
1900_02_TeamKJ_TeamB,179,,179,6259365,6259959,6,TeamB,TeamKJ,5,Top,2614,32.0,0.01147569745315889
1900_02_TeamKJ_TeamB,179,,179,6260322,6261213,4,TeamB,TeamKJ,5,Top,1201,65.38,0.24973596351397104
1900_02_TeamKJ_TeamB,196,,196,6953925,6955608,7,TeamB,TeamKJ,5,Bottom,8901,72.39,0.8960353721495167
1900_02_TeamKJ_TeamB,211,,211,7505737,7506397,4,TeamB,TeamKJ,5,Bottom,8180,33.26,0.027263373862028484
1900_02_TeamKJ_TeamB,211,,211,7507090,7507750,6,TeamB,TeamKJ,5,Bottom,6752,85.02,0.20509999432562492
1900_02_TeamKJ_TeamB,263,,263,9531657,9532152,5,TeamB,TeamKJ,6,Bottom,6717,60.1,0.0640105161533909
1900_02_TeamKJ_TeamB,276,,276,10541943,10543033,4,TeamB,TeamKJ,7,Top,1201,64.5,0.43539600058835665
1900_02_TeamKJ_TeamB,282,,282,11039232,11040024,4,TeamB,TeamKJ,7,Top,1201,68.95,0.2754374719359937
1900_03_TeamKJ_TeamB,40,,40,1406295,1407516,5,TeamB,TeamKJ,2,Top,2653,70.2,0.21424237863218434
1900_03_TeamKJ_TeamB,78,,78,3295111,3296992,9,TeamB,TeamKJ,3,Top,2279,73.18,0.8556921137257278
1900_03_TeamKJ_TeamB,85,,85,3656154,3657837,7,TeamB,TeamKJ,3,Bottom,3137,77.21,0.5128806707283502
1900_03_TeamKJ_TeamB,111,,111,4618418,4619441,6,TeamB,TeamKJ,4,Top,1201,68.62,0.3661633337212348
1900_03_TeamKJ_TeamB,139,,139,5829343,5830102,9,TeamB,TeamKJ,5,Top,2279,36.99,0.23651375134277386
1900_03_TeamKJ_TeamB,140,,140,5867497,5868883,7,TeamB,TeamKJ,5,Top,1450,56.6,1.0862456899247277
1900_03_TeamKJ_TeamB,142,,142,5951396,5952683,5,TeamB,TeamKJ,5,Top,2653,64.01,0.5452419821569793
1900_03_TeamKJ_TeamB,145,,145,6067574,6068729,5,TeamB,TeamKJ,5,Top,2653,72.74,0.520961858055422
1900_03_TeamKJ_TeamB,147,,147,6261017,6261941,4,TeamB,TeamKJ,5,Top,2488,48.51,0.0717859704470736
1900_03_TeamKJ_TeamB,211,,212,8764124,8765114,6,TeamB,TeamKJ,8,Top,1201,41.08,1.4458106693767085
1900_04_TeamKK_TeamB,15,,15,431783,432509,4,TeamB,TeamKK,1,Bottom,4140,66.39,0.09552403199575156
1900_04_TeamKK_TeamB,24,,24,686153,687540,9,TeamB,TeamKK,1,Bottom,6188,84.61,0.8441292228573605
1900_04_TeamKK_TeamB,24,,24,688266,689124,4,TeamB,TeamKK,1,Bottom,4140,40.98,0.09475266212998569
1900_04_TeamKK_TeamB,68,,68,2171120,2171945,6,TeamB,TeamKK,3,Top,2614,71.19,0.12117852294774902
1900_04_TeamKK_TeamB,70,,70,2243401,2244358,5,TeamB,TeamKK,3,Top,2653,85.96,0.2717027869009039
1900_04_TeamKK_TeamB,88,,88,2960536,2962384,8,TeamB,TeamKK,4,Top,1450,58.17,1.9122561398697135
1900_04_TeamKK_TeamB,117,,117,4029242,4030595,4,TeamB,TeamKK,5,Top,1201,39.1,0.8564778272246323
1900_04_TeamKK_TeamB,120,,120,4123009,4123603,6,TeamB,TeamKK,5,Top,2614,28.16,0.04552988308377253
1900_04_TeamKK_TeamB,128,,128,4459992,4461147,6,TeamB,TeamKK,5,Top,2614,79.12,0.724317539681102
1900_04_TeamKK_TeamB,143,,143,4981571,4982892,8,TeamB,TeamKK,6,Top,1450,72.99,0.8521093632268352
1900_04_TeamKK_TeamB,147,,147,5314263,5314890,4,TeamB,TeamKK,6,Top,1201,51.39,0.12918053247251327
1900_04_TeamKK_TeamB,147,,147,5315550,5316606,3,TeamB,TeamKK,6,Top,2196,70.08,0.27378000083167964
1900_04_TeamKK_TeamB,195,,195,6771109,6772198,6,TeamB,TeamKK,7,Top,2614,64.95,0.3339842378521417
1900_04_TeamKK_TeamB,206,,206,7120600,7121524,5,TeamB,TeamKK,7,Bottom,9752,80.66,0.272132851185453
1900_04_TeamKK_TeamB,220,,220,7655019,7655943,6,TeamB,TeamKK,8,Top,2614,77.05,0.3467906442117214
1900_04_TeamKK_TeamB,221,,221,7689641,7690565,4,TeamB,TeamKK,8,Top,1201,69.61,0.24959801924168237
1900_04_TeamKK_TeamB,242,,242,8381395,8383078,7,TeamB,TeamKK,8,Bottom,6279,86.89,1.7008761993683306
1900_04_TeamKK_TeamB,242,,242,8386181,8387270,6,TeamB,TeamKK,8,Bottom,6861,37.22,1.1586057363436604
1900_04_TeamKK_TeamB,243,,243,8436348,8437041,3,TeamB,TeamKK,9,Top,2196,63.58,0.10447438818678774
1900_04_TeamKK_TeamB,253,,253,8883535,8885317,7,TeamB,TeamKK,9,Top,2488,69.4,1.6066137824899809
1900_05_TeamKK_TeamB,24,,24,898127,898721,2,TeamB,TeamKK,1,Top,1041,74.06,0.07728777195981447
1900_05_TeamKK_TeamB,25,,25,976778,980376,8,TeamB,TeamKK,1,Top,2061,90.2,1.4699585728386546
1900_05_TeamKK_TeamB,26,,26,1028530,1030378,9,TeamB,TeamKK,1,Bottom,6188,94.85,1.6976139729303588
1900_05_TeamKK_TeamB,44,,44,1926731,1927127,6,TeamB,TeamKK,2,Top,2614,47.33,0.013969535662060837
1900_05_TeamKK_TeamB,44,,44,1927721,1928645,4,TeamB,TeamKK,2,Top,1201,65.73,0.1622561616647993
1900_05_TeamKK_TeamB,56,,56,2231896,2233184,2,TeamB,TeamKK,2,Bottom,3304,74.97,0.7096686677267179
1900_05_TeamKK_TeamB,61,,61,2467091,2468477,4,TeamB,TeamKK,2,Bottom,4140,60.48,0.5379940772289018
1900_05_TeamKK_TeamB,91,,91,3396911,3398463,7,TeamB,TeamKK,3,Bottom,6279,81.09,1.420862095617106
1900_05_TeamKK_TeamB,94,,94,3525499,3527150,8,TeamB,TeamKK,3,Bottom,6608,71.62,1.7017162387854001
1900_05_TeamKK_TeamB,101,,101,3822248,3823701,9,TeamB,TeamKK,3,Bottom,6188,78.07,0.9501782083983493
1900_05_TeamKK_TeamB,103,,103,3919745,3920538,4,TeamB,TeamKK,3,Bottom,4140,79.65,0.2715586364054814
1900_05_TeamKK_TeamB,117,,117,4392082,4392841,4,TeamB,TeamKK,4,Top,1201,62.18,0.1583624112709849
1900_05_TeamKK_TeamB,136,,136,5247706,5249950,7,TeamB,TeamKK,5,Top,2488,53.07,0.9844943259367617
1900_05_TeamKK_TeamB,136,,136,5252030,5252789,6,TeamB,TeamKK,5,Top,2614,29.16,0.04386641929350677
1900_05_TeamKK_TeamB,160,,160,6055968,6056760,4,TeamB,TeamKK,6,Top,1201,58.36,0.12805604356750303
1900_05_TeamKK_TeamB,166,,166,6354434,6356909,7,TeamB,TeamKK,6,Top,2488,84.27,1.8835132172221407
1900_05_TeamKK_TeamB,171,,171,6541143,6541936,6,TeamB,TeamKK,6,Top,2614,75.94,0.1283753196092145
1900_05_TeamKK_TeamB,210,,211,8064758,8065584,5,TeamB,TeamKK,7,Top,2653,71.02,0.10179480847067836
1900_05_TeamKK_TeamB,218,,219,8286553,8287906,2,TeamB,TeamKK,7,Top,1041,71.52,0.8299113688008118
1900_06_TeamKL_TeamB,6,,6,109063,110020,6,TeamB,TeamKL,1,Top,2614,78.54,0.20287511057520177
1900_06_TeamKL_TeamB,54,,54,1354478,1356755,7,TeamB,TeamKL,2,Bottom,6641,95.2,0.8774855614897265
1900_06_TeamKL_TeamB,55,,55,1398672,1400586,8,TeamB,TeamKL,2,Bottom,6995,74.53,0.9693019042351579
1900_06_TeamKL_TeamB,58,,58,1478742,1481383,6,TeamB,TeamKL,2,Bottom,6242,44.18,0.2328163903511772
1900_06_TeamKL_TeamB,59,,59,1513398,1514223,4,TeamB,TeamKL,2,Bottom,3295,65.13,0.17203237197297877
1900_06_TeamKL_TeamB,60,,60,1663802,1664858,6,TeamB,TeamKL,3,Top,2614,73.97,0.40469142710563794
1900_06_TeamKL_TeamB,79,,79,2420543,2421599,4,TeamB,TeamKL,3,Bottom,3295,60.93,0.34144967969126666
1900_06_TeamKL_TeamB,111,,111,3501197,3502649,6,TeamB,TeamKL,5,Top,2614,79.85,1.0883976739591976
1900_06_TeamKL_TeamB,113,,113,3563444,3565194,8,TeamB,TeamKL,5,Bottom,6995,75.16,0.9315797754476498
1900_06_TeamKL_TeamB,135,,135,4594260,4594920,4,TeamB,TeamKL,6,Top,1543,58.62,0.0750355700750193
1900_06_TeamKL_TeamB,144,,144,4852458,4853448,4,TeamB,TeamKL,6,Top,1543,59.38,0.20948637647656376
1900_06_TeamKL_TeamB,146,,146,5012434,5013523,6,TeamB,TeamKL,6,Top,2614,76.12,0.21167847487960598
1900_06_TeamKL_TeamB,150,,150,5098148,5099502,6,TeamB,TeamKL,6,Top,2614,70.88,0.39181372669787623
1900_06_TeamKL_TeamB,152,,152,5145115,5146501,6,TeamB,TeamKL,6,Bottom,6242,67.4,0.10988650187419739
1900_06_TeamKL_TeamB,153,,153,5279610,5281327,8,TeamB,TeamKL,6,Bottom,6995,80.15,1.0499688985382531
1900_06_TeamKL_TeamB,153,,153,5282020,5283604,4,TeamB,TeamKL,6,Bottom,3295,80.78,0.968831874693644
1900_06_TeamKL_TeamB,158,,158,5409419,5410476,6,TeamB,TeamKL,6,Bottom,6242,74.49,0.3811293216980057
1900_06_TeamKL_TeamB,159,,159,5444570,5445593,4,TeamB,TeamKL,7,Top,1543,80.18,0.258415550352808
1900_06_TeamKL_TeamB,164,,164,5578604,5579165,4,TeamB,TeamKL,7,Top,1543,56.78,0.37004404519054196
1900_06_TeamKL_TeamB,166,,166,5641082,5642832,8,TeamB,TeamKL,7,Top,1450,88.16,0.6077200868908493
1900_07_TeamKL_TeamB,8,,8,156937,158125,6,TeamB,TeamKL,1,Top,2614,80.77,0.5752109792063803
1900_07_TeamKL_TeamB,11,,11,209976,210867,6,TeamB,TeamKL,1,Top,2614,85.15,0.5383876511442676
1900_07_TeamKL_TeamB,15,,15,404673,405861,6,TeamB,TeamKL,1,Bottom,6242,72.51,0.18799486884212382
1900_07_TeamKL_TeamB,21,,21,516527,517682,4,TeamB,TeamKL,1,Bottom,3295,70.29,0.3493687561895225
1900_07_TeamKL_TeamB,63,,63,1836105,1838580,7,TeamB,TeamKL,3,Top,2488,88.26,1.1831469027661319
1900_07_TeamKL_TeamB,65,,65,1899508,1901125,9,TeamB,TeamKL,3,Top,2279,73.35,2.2435857897111138
1900_07_TeamKL_TeamB,83,,83,2367850,2369798,6,TeamB,TeamKL,3,Bottom,6242,62.38,0.4375672121937666
1900_07_TeamKL_TeamB,90,,90,2672058,2674534,9,TeamB,TeamKL,3,Bottom,6641,78.0,0.6904871690290585
1900_07_TeamKL_TeamB,99,,99,2981283,2982306,6,TeamB,TeamKL,4,Top,2614,85.94,0.5671481058909287
1900_07_TeamKL_TeamB,101,,101,3028184,3029009,4,TeamB,TeamKL,4,Top,1201,60.8,0.10881887003939475
1900_07_TeamKL_TeamB,122,,122,3848030,3849780,8,TeamB,TeamKL,5,Top,1450,97.85,1.4051450222392672
1900_07_TeamKL_TeamB,127,,127,4017380,4018172,6,TeamB,TeamKL,5,Bottom,6242,69.27,0.16308482503655847
1900_07_TeamKL_TeamB,128,,128,4051111,4052002,5,TeamB,TeamKL,5,Bottom,6084,61.2,0.3935268722651611
1900_07_TeamKL_TeamB,131,,131,4143294,4144020,4,TeamB,TeamKL,5,Bottom,3295,67.93,0.5949401649912637
1900_07_TeamKL_TeamB,134,,134,4317330,4318353,5,TeamB,TeamKL,5,Bottom,6084,70.79,0.24771068712554245
1900_07_TeamKL_TeamB,152,,152,4980402,4981722,6,TeamB,TeamKL,6,Bottom,6242,68.42,0.41874413182001646
1900_07_TeamKL_TeamB,154,,154,5034167,5035091,6,TeamB,TeamKL,6,Bottom,6242,70.86,0.3273767784345702
1900_07_TeamKL_TeamB,156,,156,5193912,5195232,5,TeamB,TeamKL,6,Bottom,6084,80.25,0.452743681918916
1900_07_TeamKL_TeamB,185,,185,6462892,6464278,6,TeamB,TeamKL,8,Top,2614,70.34,2.1210127148461564
1900_07_TeamKL_TeamB,187,,187,6510287,6510981,4,TeamB,TeamKL,8,Top,1201,62.38,0.15218922289079018
1900_07_TeamKL_TeamB,195,,195,6833242,6834695,8,TeamB,TeamKL,8,Top,1450,36.79,2.414381492930916
1900_07_TeamKL_TeamB,195,,195,6835916,6836741,4,TeamB,TeamKL,8,Top,1201,38.41,1.3127652431787074
1900_08_TeamKL_TeamB,4,,4,96057,96915,4,TeamB,TeamKL,1,Top,1592,75.39,0.287575254293633
1900_08_TeamKL_TeamB,14,,14,428155,429046,4,TeamB,TeamKL,1,Top,1592,66.76,1.2859003127119035
1900_08_TeamKL_TeamB,50,,50,1680930,1683141,7,TeamB,TeamKL,2,Bottom,6708,91.49,0.7514424259332975
1900_08_TeamKL_TeamB,52,,52,1755026,1755818,5,TeamB,TeamKL,2,Bottom,6084,86.55,0.3187107823086225
1900_08_TeamKL_TeamB,58,,58,2118644,2119304,4,TeamB,TeamKL,3,Top,1592,65.12,0.17882330482842895
1900_08_TeamKL_TeamB,82,,82,3108995,3110018,6,TeamB,TeamKL,3,Bottom,3295,82.54,0.3377277204341535
1900_08_TeamKL_TeamB,85,,85,3185666,3187118,7,TeamB,TeamKL,3,Bottom,6708,68.3,0.3948227001314994
1900_08_TeamKL_TeamB,91,,91,3346566,3347292,6,TeamB,TeamKL,4,Top,2614,51.79,0.17772180589535572
1900_08_TeamKL_TeamB,115,,115,4210673,4211300,5,TeamB,TeamKL,4,Bottom,6084,79.79,0.11074515077802585
1900_08_TeamKL_TeamB,130,,130,4723968,4724958,5,TeamB,TeamKL,5,Top,2653,75.76,0.6037030926879708
1900_08_TeamKL_TeamB,134,,134,4823248,4824073,5,TeamB,TeamKL,5,Top,2653,81.11,0.32205622857048744
1900_08_TeamKL_TeamB,141,,141,5099005,5101283,9,TeamB,TeamKL,5,Bottom,6641,84.27,2.0615305128816153
1900_08_TeamKL_TeamB,161,,161,5800067,5801684,6,TeamB,TeamKL,6,Top,2614,86.2,1.0086046217637028
1900_08_TeamKL_TeamB,174,,174,6482051,6483173,6,TeamB,TeamKL,6,Top,2614,72.41,0.34242724426124577
1900_08_TeamKL_TeamB,179,,179,6585126,6586347,5,TeamB,TeamKL,6,Bottom,6084,76.87,0.7388880750875958
1900_08_TeamKL_TeamB,180,,180,6621662,6622290,3,TeamB,TeamKL,6,Bottom,5458,46.99,0.08426130878262925
1900_08_TeamKL_TeamB,186,,186,6936168,6937224,5,TeamB,TeamKL,6,Bottom,6084,63.77,0.17317078216014092
1900_08_TeamKL_TeamB,188,,188,7028879,7029606,4,TeamB,TeamKL,6,Bottom,6127,47.75,0.18500717706569583
1900_08_TeamKL_TeamB,207,,207,7789713,7790967,6,TeamB,TeamKL,7,Top,2614,71.69,0.1922733692864149
1900_08_TeamKL_TeamB,215,,215,8027944,8029660,7,TeamB,TeamKL,7,Top,2488,97.92,1.3215682150382069
1900_08_TeamKL_TeamB,219,,219,8195313,8197392,7,TeamB,TeamKL,7,Bottom,6708,98.06,2.4547229253103717
1900_08_TeamKL_TeamB,220,,220,8257990,8259244,6,TeamB,TeamKL,7,Bottom,3295,79.67,0.38903043309355856
1900_08_TeamKL_TeamB,228,,228,8635304,8636393,5,TeamB,TeamKL,7,Bottom,6084,80.1,0.3783284130588231
1900_08_TeamKL_TeamB,234,,234,8798745,8800066,9,TeamB,TeamKL,7,Bottom,6641,74.93,0.44804181273186916
1900_08_TeamKL_TeamB,242,,242,9164145,9165069,4,TeamB,TeamKL,8,Top,1592,70.96,0.27002918917269697
1900_08_TeamKL_TeamB,253,,253,9580240,9581000,6,TeamB,TeamKL,8,Bottom,3295,80.69,0.5259133478867883
1900_08_TeamKL_TeamB,257,,257,9784938,9785796,6,TeamB,TeamKL,8,Bottom,3295,67.24,0.23351136724501342
1900_08_TeamKL_TeamB,262,,262,10033104,10034787,9,TeamB,TeamKL,8,Bottom,6641,69.27,1.7124700799852155
1900_08_TeamKL_TeamB,270,,270,10236349,10237306,2,TeamB,TeamKL,9,Top,1041,61.54,0.7758917454964137
1900_09_TeamKK_TeamB,3,,3,55610,57029,8,TeamB,TeamKK,1,Top,2424,56.53,1.3084425194267286
1900_09_TeamKK_TeamB,11,,11,372955,373978,6,TeamB,TeamKK,1,Top,1592,83.43,0.5302580482516308
1900_09_TeamKK_TeamB,20,,20,716802,718419,7,TeamB,TeamKK,1,Bottom,9583,62.37,0.7702679314929454
1900_09_TeamKK_TeamB,23,,23,819118,819877,4,TeamB,TeamKK,1,Bottom,8587,72.51,0.3250784165351693
1900_09_TeamKK_TeamB,35,,35,1158378,1159599,6,TeamB,TeamKK,1,Bottom,6861,78.27,0.46248204836787876
1900_09_TeamKK_TeamB,57,,57,1809965,1810592,4,TeamB,TeamKK,2,Top,2614,86.01,1.0579133183957716
1900_09_TeamKK_TeamB,58,,58,1862575,1863499,4,TeamB,TeamKK,2,Top,2614,65.21,0.12114846528877608
1900_09_TeamKK_TeamB,89,,92,3242089,3243409,9,TeamB,TeamKK,3,Bottom,9235,50.06,2.2470444491685218
1900_09_TeamKK_TeamB,91,,94,3299848,3300673,5,TeamB,TeamKK,3,Bottom,7918,72.17,0.12361711057086203
1900_09_TeamKK_TeamB,100,,103,3508968,3510321,7,TeamB,TeamKK,4,Top,2279,68.59,1.0459642816146475
1900_09_TeamKK_TeamB,102,,105,3617159,3617753,6,TeamB,TeamKK,4,Top,1592,59.68,0.12517605260282932
1900_09_TeamKK_TeamB,104,,107,3797004,3798291,8,TeamB,TeamKK,4,Top,2424,66.52,2.3089777793355735
1900_09_TeamKK_TeamB,126,,129,4500970,4502719,7,TeamB,TeamKK,4,Bottom,9583,65.03,2.2225969481878334
1900_09_TeamKK_TeamB,137,,140,4842969,4843827,3,TeamB,TeamKK,4,Bottom,6424,70.11,0.1525475876233147
1900_09_TeamKK_TeamB,155,,158,5826191,5827412,6,TeamB,TeamKK,5,Top,1592,86.55,1.168372563390029
1900_09_TeamKK_TeamB,160,,163,5971776,5972766,4,TeamB,TeamKK,5,Top,2614,72.74,0.38567086124772065
1900_09_TeamKK_TeamB,193,,196,7265180,7266699,8,TeamB,TeamKK,6,Top,2424,92.68,1.0934422893124407
1900_09_TeamKK_TeamB,197,,200,7498890,7499715,6,TeamB,TeamKK,6,Bottom,6861,88.51,0.8314236261420419
1900_09_TeamKK_TeamB,207,,210,8078162,8079317,7,TeamB,TeamKK,7,Top,2279,49.42,0.15278959471281958
1900_09_TeamKK_TeamB,215,,218,8450988,8452803,8,TeamB,TeamKK,7,Top,2424,92.83,1.2170136515466683
1900_09_TeamKK_TeamB,224,,227,8846224,8848336,7,TeamB,TeamKK,7,Bottom,9583,93.18,2.255229053665068
1900_09_TeamKK_TeamB,228,,231,8951378,8952467,6,TeamB,TeamKK,8,Top,1592,83.5,0.8475203611965085
1900_09_TeamKK_TeamB,237,,240,9324930,9326844,8,TeamB,TeamKK,8,Top,2424,75.73,1.5447255627337488
1900_09_TeamKK_TeamB,242,,245,9510518,9511211,4,TeamB,TeamKK,8,Top,2614,57.28,0.15788471102325086
1900_09_TeamKK_TeamB,248,,251,9672738,9674982,8,TeamB,TeamKK,8,Bottom,6608,102.66,2.193333182114159
1901_01_TeamLG_TeamA3,3,,3,75997,77347,9,TeamA3,TeamLG,1,Top,1851,56.14,0.43984833115411165
1901_01_TeamLG_TeamA3,17,,17,574726,576376,6,TeamA3,TeamLG,1,Top,1959,37.09,0.2231733629045296
1901_01_TeamLG_TeamA3,21,,21,682726,683576,6,TeamA3,TeamLG,1,Top,1959,62.4,0.7048809590493855
1901_01_TeamLG_TeamA3,26,,26,907276,908576,6,TeamA3,TeamLG,1,Top,1959,83.49,0.7563800911404656
1901_01_TeamLG_TeamA3,28,,28,958176,959276,4,TeamA3,TeamLG,1,Top,1693,58.97,0.5054925301918517
1901_01_TeamLG_TeamA3,37,,37,1284926,1286726,7,TeamA3,TeamLG,1,Bottom,5626,79.92,1.0856757963519434
1901_01_TeamLG_TeamA3,41,,41,1381476,1382076,6,TeamA3,TeamLG,1,Bottom,6685,58.32,0.03838177407061746
1901_01_TeamLG_TeamA3,41,,41,1382526,1383326,4,TeamA3,TeamLG,1,Bottom,7028,79.57,0.2662109409963443
1901_01_TeamLG_TeamA3,43,,43,1562175,1563425,6,TeamA3,TeamLG,2,Top,1959,77.54,0.6143004577546072
1901_01_TeamLG_TeamA3,62,,62,2111125,2112525,8,TeamA3,TeamLG,2,Bottom,9871,65.29,0.9145477040707031
1901_01_TeamLG_TeamA3,66,,66,2190025,2191475,2,TeamA3,TeamLG,3,Top,2702,48.78,0.23749439177924722
1901_01_TeamLG_TeamA3,70,,70,2293075,2293625,3,TeamA3,TeamLG,3,Top,2911,35.38,0.0239054868145937
1901_01_TeamLG_TeamA3,70,,70,2295625,2296575,6,TeamA3,TeamLG,3,Top,1959,31.77,0.06821061746232446
1901_01_TeamLG_TeamA3,72,,72,2385175,2386025,6,TeamA3,TeamLG,3,Top,1959,77.69,0.3354378517599004
1901_01_TeamLG_TeamA3,75,,75,2569674,2571124,9,TeamA3,TeamLG,3,Top,1851,59.58,0.8827731220500159
1901_01_TeamLG_TeamA3,93,,93,3036274,3037874,9,TeamA3,TeamLG,3,Bottom,7927,59.55,0.7795533363788111
1901_01_TeamLG_TeamA3,95,,95,3087424,3088074,6,TeamA3,TeamLG,3,Bottom,6685,53.83,0.35441215980286767
1901_01_TeamLG_TeamA3,95,,95,3088674,3089474,4,TeamA3,TeamLG,3,Bottom,7028,76.78,0.08062686664931376
1901_01_TeamLG_TeamA3,103,,103,3388174,3389274,5,TeamA3,TeamLG,4,Top,1470,73.26,0.4894620049050696
